Cholera,A00-Cholera
"Submandibulárny absces bez rozšírenia do mediastinálneho, parafaryngového alebo cervikálneho priestoru",K12.21-Submandibulárny absces bez rozšírenia do
"Submandibulárny absces s rozšírením do mediastinálneho, parafaryngového alebo cervikálneho priestoru",K12.22-Submandibulárny absces s rozšírením do m
Absces líca,K12.23-Absces líca
Iná flegmóna a absces úst,K12.28-Iná flegmóna a absces úst
"Flegmóna a absces úst, bližšie neurčený",K12.29-Flegmóna a absces úst, bližšie neurčený
Zápal sliznice úst (ulcerózny),K12.3-Zápal sliznice úst (ulcerózny)
Iná choroba pery a ústnej sliznice,K13-Iná choroba pery a ústnej sliznice
Choroby pery,K13.0-Choroby pery
Hryzenie líca a pery,K13.1-Hryzenie líca a pery
Leukoplakia a iná choroba ústneho epitelu vrátane jazyka,K13.2-Leukoplakia a iná choroba ústneho epitel
Vlasatá leukoplakia,K13.3-Vlasatá leukoplakia
Granulóm a lézie ústnej sliznice podobné granulómu,K13.4-Granulóm a lézie ústnej sliznice podobné
Ústna podsliznicová fibróza,K13.5-Ústna podsliznicová fibróza
Hyperplázia ústnej sliznice zapríčinená dráždením,K13.6-Hyperplázia ústnej sliznice zapríčinená 
Iná a bližšie neurčená lézia ústnej sliznice,K13.7-Iná a bližšie neurčená lézia ústnej sliz
Choroba jazyka,K14-Choroba jazyka
Glositída,K14.0-Glositída
Mapovitý jazyk,K14.1-Mapovitý jazyk
Glossitis rhombica mediana,K14.2-Glossitis rhombica mediana
Hypertrofia jazykových papíl,K14.3-Hypertrofia jazykových papíl
Atrofia jazykových papíl,K14.4-Atrofia jazykových papíl
Lingua plicata,K14.5-Lingua plicata
Glosodýnia,K14.6-Glosodýnia
Iná choroba jazyka,K14.8-Iná choroba jazyka
"Choroba jazyka, bližšie neurčená",K14.9-Choroba jazyka, bližšie neurčená
Ezofagitída,K20-Ezofagitída
Gastroezofágová refluxová choroba,K21-Gastroezofágová refluxová choroba
Gastroezofágová refluxová choroba s ezofagitídou,K21.0-Gastroezofágová refluxová choroba s ezof
Gastroezofágová refluxová choroba bez ezofagitídy,K21.9-Gastroezofágová refluxová choroba bez ez
Iná choroba pažeráka,K22-Iná choroba pažeráka
Achalázia kardie,K22.0-Achalázia kardie
Vred pažeráka,K22.1-Vred pažeráka
Nepriechodnosť pažeráka,K22.2-Nepriechodnosť pažeráka
Prederavenie pažeráka,K22.3-Prederavenie pažeráka
Dyskinéza pažeráka,K22.4-Dyskinéza pažeráka
Získaný divertikul pažeráka,K22.5-Získaný divertikul pažeráka
Malloryho-Weissov syndróm,K22.6-Malloryho-Weissov syndróm
Barrettov pažerák,K22.7-Barrettov pažerák
"Iná choroba pažeráka, bližšie určená",K22.8-Iná choroba pažeráka, bližšie určená
"Choroba pažeráka, bližšie neurčená",K22.9-Choroba pažeráka, bližšie neurčená
Vred žalúdka,K25-Vred žalúdka
"Vred žalúdka, akútny s krvácaním",K25.0-Vred žalúdka, akútny s krvácaním
"Vred žalúdka, akútny s perforáciou",K25.1-Vred žalúdka, akútny s perforáciou
"Vred žalúdka, akútny s krvácaním a perforáciou",K25.2-Vred žalúdka, akútny s krvácaním a perfo
"Vred žalúdka, akútny bez krvácania alebo perforácie",K25.3-Vred žalúdka, akútny bez krvácania alebo
"Vred žalúdka, chronický alebo bližšie neurčený, s krvácaním",K25.4-Vred žalúdka, chronický alebo bližšie ne
"Vred žalúdka, chronický alebo bližšie neurčený, s perforáciou",K25.5-Vred žalúdka, chronický alebo bližšie ne
"Vred žalúdka, chronický alebo bližšie neurčený, s krvácaním a perforáciou",K25.6-Vred žalúdka, chronický alebo bližšie ne
"Vred žalúdka, chronický, bez krvácania alebo perforácie",K25.7-Vred žalúdka, chronický, bez krvácania a
"Vred žalúdka, bližšie neurčený ako akútny alebo chronický, bez krvácania alebo perforácie",K25.9-Vred žalúdka, bližšie neurčený ako akútn
Vred dvanástnika,K26-Vred dvanástnika
"Vred dvanástnika, akútny s krvácaním",K26.0-Vred dvanástnika, akútny s krvácaním
"Vred dvanástnika, akútny s perforáciou",K26.1-Vred dvanástnika, akútny s perforáciou
"Vred dvanástnika, akútny s krvácaním a perforáciou",K26.2-Vred dvanástnika, akútny s krvácaním a p
"Vred dvanástnika, akútny bez krvácania alebo perforácie",K26.3-Vred dvanástnika, akútny bez krvácania a
"Vred dvanástnika, chronický alebo bližšie neurčený, s krvácaním",K26.4-Vred dvanástnika, chronický alebo bližši
"Vred dvanástnika, chronický alebo bližšie neurčený, s perforáciou",K26.5-Vred dvanástnika, chronický alebo bližši
"Vred dvanástnika, chronický alebo bližšie neurčený, s krvácaním a perforáciou",K26.6-Vred dvanástnika, chronický alebo bližši
"Vred dvanástnika, chronický, bez krvácania alebo perforácie",K26.7-Vred dvanástnika, chronický, bez krvácan
"Vred dvanástnika, bližšie neurčený ako akútny alebo chronický, bez krvácania alebo perforácie",K26.9-Vred dvanástnika, bližšie neurčený ako a
Peptický vred bez bližšieho určenia miesta,K27-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, akútny s krvácaním",K27.0-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, akútny s perforáciou",K27.1-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, akútny s krvácaním a perforáciou",K27.2-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, akútny bez krvácania alebo perforácie",K27.3-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, chronický alebo bližšie neurčený, s krvácaním",K27.4-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, chronický alebo bližšie neurčený, s perforáciou",K27.5-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, chronický alebo bližšie neurčený, s krvácaním a perforáciou",K27.6-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, chronický, bez krvácania alebo perforácie",K27.7-Peptický vred bez bližšieho určenia mies
"Peptický vred bez bližšieho určenia miesta, bližšie neurčený ako akútny alebo chronický, bez krvácania alebo perforácie",K27.9-Peptický vred bez bližšieho určenia mies
Peptický vred jejúna,K28-Peptický vred jejúna
"Peptický vred jejúna, akútny s krvácaním",K28.0-Peptický vred jejúna, akútny s krvácaním
"Peptický vred jejúna, akútny s perforáciou",K28.1-Peptický vred jejúna, akútny s perforáci
"Peptický vred jejúna, akútny s krvácaním a perforáciou",K28.2-Peptický vred jejúna, akútny s krvácaním
"Peptický vred jejúna, akútny bez krvácania alebo perforácie",K28.3-Peptický vred jejúna, akútny bez krvácan
"Peptický vred jejúna, chronický alebo bližšie neurčený, s krvácaním",K28.4-Peptický vred jejúna, chronický alebo bl
"Peptický vred jejúna, chronický alebo bližšie neurčený, s perforáciou",K28.5-Peptický vred jejúna, chronický alebo bl
"Peptický vred jejúna, chronický alebo bližšie neurčený, s krvácaním a perforáciou",K28.6-Peptický vred jejúna, chronický alebo bl
"Peptický vred jejúna, chronický, bez krvácania alebo perforácie",K28.7-Peptický vred jejúna, chronický, bez krv
"Peptický vred jejúna, bližšie neurčený ako akútny alebo chronický, bez krvácania alebo perforácie",K28.9-Peptický vred jejúna, bližšie neurčený a
Gastritída a duodenitída,K29-Gastritída a duodenitída
Akútna hemoragická gastritída,K29.0-Akútna hemoragická gastritída
Iná akútna gastritída,K29.1-Iná akútna gastritída
Alkoholová gastritída,K29.2-Alkoholová gastritída
Chronická povrchová gastritída,K29.3-Chronická povrchová gastritída
Chronická atrofická gastritída,K29.4-Chronická atrofická gastritída
"Chronická gastritída, bližšie neurčená",K29.5-Chronická gastritída, bližšie neurčená
Iná gastritída,K29.6-Iná gastritída
"Gastritída, bližšie neurčená",K29.7-Gastritída, bližšie neurčená
Duodenitída,K29.8-Duodenitída
"Gastroduodenitída, bližšie neurčená",K29.9-Gastroduodenitída, bližšie neurčená
Dyspepsia,K30-Dyspepsia
Iná choroba žalúdka a dvanástnika,K31-Iná choroba žalúdka a dvanástnika
Akútna dilatácia žalúdka,K31.0-Akútna dilatácia žalúdka
Hypertrofická pylorostenóza dospelých,K31.1-Hypertrofická pylorostenóza dospelých
Klepsydrovitá striktúra a stenóza žalúdka,K31.2-Klepsydrovitá striktúra a stenóza žalúdk
"Pylorospazmus, nezatriedený inde",K31.3-Pylorospazmus, nezatriedený inde
Divertikul žalúdka,K31.4-Divertikul žalúdka
Nepriechodnosť dvanástnika,K31.5-Nepriechodnosť dvanástnika
Fistula žalúdka a dvanástnika,K31.6-Fistula žalúdka a dvanástnika
Polyp žalúdka a dvanástnika,K31.7-Polyp žalúdka a dvanástnika
Angiodysplázia žalúdka a dvanástnika bez prejavov krvácania,K31.81-Angiodysplázia žalúdka a dvanástnika bez
Angiodysplázia žalúdka a dvanástnika s prejavmi krvácania,K31.82-Angiodysplázia žalúdka a dvanástnika s p
"Iná choroba žalúdka a dvanástnika, bližšie určená",K31.88-Iná choroba žalúdka a dvanástnika, bližš
"Choroba žalúdka a dvanástnika, bližšie neurčená",K31.9-Choroba žalúdka a dvanástnika, bližšie n
Akútna apendicitída,K35-Akútna apendicitída
"Akútna apendicitída bez peritonitídy, katarálna",K35.10-Akútna apendicitída bez peritonitídy, ka
"Akútna apendicitída bez peritonitídy, flegmonózna",K35.11-Akútna apendicitída bez peritonitídy, fl
"Akútna apendicitída bez peritonitídy, flegmonogangrenózna",K35.12-Akútna apendicitída bez peritonitídy, fl
"Akútna apendicitída bez peritonitídy, gangrenózna, bez perforácie alebo ruptúry",K35.13-Akútna apendicitída bez peritonitídy, ga
Akútna apendicitída s generalizovanou peritonitídou,K35.2-Akútna apendicitída s generalizovanou pe
"Akútna apendicitída s lokalizovanou peritonitídou, bez perforácie alebo ruptúry",K35.30-Akútna apendicitída s lokalizovanou peri
"Akútna apendicitída s lokalizovanou peritonitídou, s perforáciou alebo ruptúrou",K35.31-Akútna apendicitída s lokalizovanou peri
Akútna apendicitída s abscesom pobrušnice,K35.32-Akútna apendicitída s abscesom pobrušnic
"Akútna apendicitída iná, bližšie neurčená",K35.8-Akútna apendicitída iná, bližšie neurčen
"Akútna apendicitída, bližšie neurčená",K35.9-Akútna apendicitída, bližšie neurčená
"Iná apendicitída Apendicitída, chronická",K36-Iná apendicitída Apendicitída, chronická
"Apendicitída, bližšie neurčená",K37-Apendicitída, bližšie neurčená
Iná choroba červovitého prívesku,K38-Iná choroba červovitého prívesku
Hyperplázia červovitého prívesku,K38.0-Hyperplázia červovitého prívesku
Konkrementy červovitého prívesku,K38.1-Konkrementy červovitého prívesku
Divertikul červovitého prívesku,K38.2-Divertikul červovitého prívesku
Fistula červovitého prívesku,K38.3-Fistula červovitého prívesku
"Iná choroba červovitého prívesku, bližšie určená",K38.8-Iná choroba červovitého prívesku, bližši
"Choroba červovitého prívesku, bližšie neurčená",K38.9-Choroba červovitého prívesku, bližšie ne
Slabinová prietrž,K40-Slabinová prietrž
"Obojstranná slabinová prietrž s obštrukciou bez gangrény, neoznačená ako recidivujúca",K40.00-Obojstranná slabinová prietrž s obštrukc
"Obojstranná slabinová prietrž s obštrukciou bez gangrény, recidivujúca",K40.01-Obojstranná slabinová prietrž s obštrukc
"Obojstranná slabinová prietrž s gangrénou, neoznačená ako recidivujúca",K40.10-Obojstranná slabinová prietrž s gangréno
"Obojstranná slabinová prietrž s gangrénou, recidivujúca",K40.11-Obojstranná slabinová prietrž s gangréno
"Obojstranná slabinová prietrž bez obštrukcie alebo gangrény, neoznačená ako recidivujúca",K40.20-Obojstranná slabinová prietrž bez obštru
"Obojstranná slabinová prietrž bez obštrukcie alebo gangrény, recidivujúca",K40.21-Obojstranná slabinová prietrž bez obštru
"Jednostranná alebo neurčená slabinová prietrž s obštrukciou bez gangrény, neoznačená ako recidivujúca",K40.30-Jednostranná alebo neurčená slabinová pr
"Jednostranná alebo neurčená slabinová prietrž s obštrukciou bez gangrény, recidivujúca",K40.31-Jednostranná alebo neurčená slabinová pr
"Jednostranná alebo neurčená slabinová prietrž s gangrénou, neoznačená ako recidivujúca",K40.40-Jednostranná alebo neurčená slabinová pr
"Jednostranná alebo neurčená slabinová prietrž s gangrénou, recidivujúca",K40.41-Jednostranná alebo neurčená slabinová pr
"Jednostranná alebo neurčená slabinová prietrž bez obštrukcie a bez gangrény, neoznačená ako recidivujúca",K40.90-Jednostranná alebo neurčená slabinová pr
"Jednostranná alebo neurčená slabinová prietrž bez obštrukcie a bez gangrény, recidivujúca",K40.91-Jednostranná alebo neurčená slabinová pr
Stehnová prietrž,K41-Stehnová prietrž
Obojstranná stehnová prietrž s obštrukciou bez gangrény,K41.0-Obojstranná stehnová prietrž s obštrukci
Obojstranná stehnová prietrž s gangrénou,K41.1-Obojstranná stehnová prietrž s gangrénou
Obojstranná stehnová prietrž bez obštrukcie a bez gangrény,K41.2-Obojstranná stehnová prietrž bez obštruk
Jednostranná alebo bližšie neurčená stehnová prietrž s obštrukciou bez gangrény,K41.3-Jednostranná alebo bližšie neurčená steh
Jednostranná alebo bližšie neurčená stehnová prietrž s gangrénou,K41.4-Jednostranná alebo bližšie neurčená steh
Jednostranná alebo bližšie neurčená stehnová prietrž bez obštrukcie a bez gangrény,K41.9-Jednostranná alebo bližšie neurčená steh
Pupková prietrž,K42-Pupková prietrž
Pupková prietrž s obštrukciou bez gangrény,K42.0-Pupková prietrž s obštrukciou bez gangré
Pupková prietrž s gangrénou,K42.1-Pupková prietrž s gangrénou
Pupková prietrž bez obštrukcie a bez gangrény,K42.9-Pupková prietrž bez obštrukcie a bez gan
Brušná prietrž [hernia ventralis],K43-Brušná prietrž [hernia ventralis]
Prietrž v jazve s obštrukciou bez gangrény,K43.0-Prietrž v jazve s obštrukciou bez gangré
Prietrž v jazve s gangrénou,K43.1-Prietrž v jazve s gangrénou
Prietrž v jazve bez obštrukcie a bez gangrény,K43.2-Prietrž v jazve bez obštrukcie a bez gan
Parastomická prietrž s obštrukciou bez gangrény,K43.3-Parastomická prietrž s obštrukciou bez g
Parastomická prietrž s gangrénou,K43.4-Parastomická prietrž s gangrénou
Parastomická prietrž bez obštrukcie a bez gangrény,K43.5-Parastomická prietrž bez obštrukcie a be
Iná a bližšie neurčená prietrž s obštrukciou bez gangrény,K43.6-Iná a bližšie neurčená prietrž s obštruk
Iná a bližšie neurčená prietrž s gangrénou,K43.7-Iná a bližšie neurčená prietrž s gangrén
Iná a bližšie neurčená prietrž bez obštrukcie a bez gangrény,K43.9-Iná a bližšie neurčená prietrž bez obštr
Bránicová prietrž,K44-Bránicová prietrž
Bránicová prietrž s obštrukciou bez gangrény,K44.0-Bránicová prietrž s obštrukciou bez gang
Bránicová prietrž s gangrénou,K44.1-Bránicová prietrž s gangrénou
Bránicová prietrž bez obštrukcie a bez gangrény,K44.9-Bránicová prietrž bez obštrukcie a bez g
Iná brušná prietrž,K45-Iná brušná prietrž
"Iná brušná prietrž, bližšie určená s obštrukciou bez gangrény",K45.0-Iná brušná prietrž, bližšie určená s obš
"Iná brušná prietrž, bližšie určená s gangrénou",K45.1-Iná brušná prietrž, bližšie určená s gan
"Iná brušná prietrž, bližšie určená bez obštrukcie a bez gangrény",K45.8-Iná brušná prietrž, bližšie určená bez o
"Brušná prietrž, bližšie neurčená",K46-Brušná prietrž, bližšie neurčená
"Brušná prietrž, bližšie neurčená s obštrukciou bez gangrény",K46.0-Brušná prietrž, bližšie neurčená s obštr
"Brušná prietrž, bližšie neurčená s gangrénou",K46.1-Brušná prietrž, bližšie neurčená s gangr
"Brušná prietrž, bližšie neurčená bez obštrukcie a bez gangrény",K46.9-Brušná prietrž, bližšie neurčená bez obš
Crohnova choroba [Enteritis regionalis],K50-Crohnova choroba [Enteritis regionalis]
Crohnova choroba tenkého čreva,K50.0-Crohnova choroba tenkého čreva
Crohnova choroba hrubého čreva,K50.1-Crohnova choroba hrubého čreva
Crohnova choroba žalúdka,K50.80-Crohnova choroba žalúdka
Crohnova choroba pažeráka,K50.81-Crohnova choroba pažeráka
Crohnova choroba viacerých častí tráviacej trubice,K50.82-Crohnova choroba viacerých častí tráviac
Iná Crohnova choroba,K50.88-Iná Crohnova choroba
"Crohnova choroba, bližšie neurčená",K50.9-Crohnova choroba, bližšie neurčená
Ulcerózna kolitída,K51-Ulcerózna kolitída
Ulcerózna (chronická) pankolitída,K51.0-Ulcerózna (chronická) pankolitída
Ulcerózna (chronická) proktitída,K51.2-Ulcerózna (chronická) proktitída
Ulcerózna (chronická) rektosigmoiditída,K51.3-Ulcerózna (chronická) rektosigmoiditída
Zápalové polypy hrubého čreva,K51.4-Zápalové polypy hrubého čreva
