Cholera,A00-Cholera
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; cestující zraněný při provozní (silniční) nehodě; neurčené činnosti,V16.59-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě,V16.9-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; sport,V16.90-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; volný čas,V16.91-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; výdělečná činnost,V16.92-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; jiné práce,V16.93-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; odpočinek‚ spánek‚ jídlo,V16.94-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; jiné určené činnosti,V16.98-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s jiným nemotorovým vozidlem; neurčený cyklista zraněný při provozní (silniční) nehodě; neurčené činnosti,V16.99-Cyklista zraněný při srážce s jiným nemo
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem),V17-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě,V17.0-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; sport,V17.00-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; volný čas,V17.01-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; výdělečná činnost,V17.02-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; jiné práce,V17.03-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V17.04-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V17.08-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V17.09-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě,V17.1-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; sport,V17.10-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; volný čas,V17.11-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; výdělečná činnost,V17.12-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; jiné práce,V17.13-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V17.14-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V17.18-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V17.19-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě,V17.2-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; sport,V17.20-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; volný čas,V17.21-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; výdělečná činnost,V17.22-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; jiné práce,V17.23-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V17.24-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V17.28-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); neurčený cyklista zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V17.29-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování,V17.3-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; sport,V17.30-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; volný čas,V17.31-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; výdělečná činnost,V17.32-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; jiné práce,V17.33-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; odpočinek‚ spánek‚ jídlo,V17.34-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; jiné určené činnosti,V17.38-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); osoba zraněná při nastupování nebo vystupování; neurčené činnosti,V17.39-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě,V17.4-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; sport,V17.40-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; volný čas,V17.41-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; výdělečná činnost,V17.42-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; jiné práce,V17.43-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; odpočinek‚ spánek‚ jídlo,V17.44-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; jiné určené činnosti,V17.48-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); řidič zraněný při provozní (silniční) nehodě; neurčené činnosti,V17.49-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při provozní (silniční) nehodě,V17.5-Cyklista zraněný při srážce s pevnou pře
Cyklista zraněný při srážce s pevnou překážkou (s připevněným nebo stojícím předmětem); cestující zraněný při provozní (silniční) nehodě; sport,V17.50-Cyklista zraněný při srážce s pevnou pře
